external_id	pilot_batch	objective_code	concept_code	question_family_code	difficulty	cognitive_level	question_type	question_mode	question_style	question_text	choice_a	choice_b	choice_c	choice_d	correct_letter	short_explanation	feedback_display_version	explanation	choice_a_explanation	choice_b_explanation	choice_c_explanation	choice_d_explanation	common_mistake	remediation_text	memory_aid	visual_priority	visual_type	visual_display_mode	visual_asset_key	visual_brief	visual_caption	visual_alt_text	source_reference_text	source_pages	source_status	review_status	reinforcement_question_ids	estimated_time_seconds	chapter_number	exam_likeness	distractor_difficulty	eligible_for_final_exam	final_exam_weight	content_origin	style_reference
LTL2-C8-PA-Q001	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-COMMUNICATION_PURPOSES	LTL2-C8-A-COMMUNICATION_PURPOSES	easy	recall	multiple_choice	both	cap_direct	What are the three main purposes of communication?	To describe, debate, or command	To entertain, inform, or persuade	To outline, support, or conclude	To teach, test, or evaluate	B	Communication commonly aims to entertain, inform, or persuade.	1	Communication commonly aims to entertain, inform, or persuade. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “To describe, debate, or command” is plausible, but it does not match the exact concept. Communication commonly aims to entertain, inform, or persuade.	Correct. Communication commonly aims to entertain, inform, or persuade.	Not quite. “To outline, support, or conclude” is plausible, but it does not match the exact concept. Communication commonly aims to entertain, inform, or persuade.	Not quite. “To teach, test, or evaluate” is plausible, but it does not match the exact concept. Communication commonly aims to entertain, inform, or persuade.	Choosing a related communication term that serves a different purpose.	Review communication purposes and compare it with the closest wrong choice. State the key difference in one sentence.	E-I-P: entertain, inform, persuade.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pa_q001	Simple instructional comparison showing communication purposes and a nearby but different concept.	E-I-P: entertain, inform, persuade.	A simple diagram explaining communication purposes.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q002,LTL2-C8-PA-Q003	40	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q002	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-SPECIFIC_PURPOSE	LTL2-C8-A-SPECIFIC_PURPOSE	medium	understanding	multiple_choice	both	cap_direct	A specific purpose states	what you want the audience to understand, do, or believe	the order of every paragraph	the evidence supporting each claim	the speaker’s credentials	A	A specific purpose precisely identifies the intended audience outcome.	1	A specific purpose precisely identifies the intended audience outcome. The closest distractors describe related communication ideas but not the precise answer.	Correct. A specific purpose precisely identifies the intended audience outcome.	Not quite. “the order of every paragraph” is plausible, but it does not match the exact concept. A specific purpose precisely identifies the intended audience outcome.	Not quite. “the evidence supporting each claim” is plausible, but it does not match the exact concept. A specific purpose precisely identifies the intended audience outcome.	Not quite. “the speaker’s credentials” is plausible, but it does not match the exact concept. A specific purpose precisely identifies the intended audience outcome.	Choosing a related communication term that serves a different purpose.	Review specific purpose and compare it with the closest wrong choice. State the key difference in one sentence.	Understand, do, or believe.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pa_q002	Simple instructional comparison showing specific purpose and a nearby but different concept.	Understand, do, or believe.	A simple diagram explaining specific purpose.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q003,LTL2-C8-PA-Q004	40	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q003	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-PURPOSE	LTL2-C8-A-PURPOSE	medium	scenario	multiple_choice	both	scenario	A cadet explains how to perform an about face. The primary purpose is to	entertain	persuade	criticize	inform	D	Teaching a skill is primarily informative communication.	1	Teaching a skill is primarily informative communication. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “entertain” is plausible, but it does not match the exact concept. Teaching a skill is primarily informative communication.	Not quite. “persuade” is plausible, but it does not match the exact concept. Teaching a skill is primarily informative communication.	Not quite. “criticize” is plausible, but it does not match the exact concept. Teaching a skill is primarily informative communication.	Correct. Teaching a skill is primarily informative communication.	Choosing a related communication term that serves a different purpose.	Review purpose and compare it with the closest wrong choice. State the key difference in one sentence.	Teaching mainly informs.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pa_q003	Simple instructional comparison showing purpose and a nearby but different concept.	Teaching mainly informs.	A simple diagram explaining purpose.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q004,LTL2-C8-PA-Q005	40	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q004	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-AUDIENCE	LTL2-C8-A-AUDIENCE	easy	recall	multiple_choice	both	cap_direct	An audience is	only people attending a live speech	the group that approves an outline	the people to whom you speak or write	the evidence used in an argument	C	The audience is the group receiving spoken or written communication.	1	The audience is the group receiving spoken or written communication. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “only people attending a live speech” is plausible, but it does not match the exact concept. The audience is the group receiving spoken or written communication.	Not quite. “the group that approves an outline” is plausible, but it does not match the exact concept. The audience is the group receiving spoken or written communication.	Correct. The audience is the group receiving spoken or written communication.	Not quite. “the evidence used in an argument” is plausible, but it does not match the exact concept. The audience is the group receiving spoken or written communication.	Choosing a related communication term that serves a different purpose.	Review audience and compare it with the closest wrong choice. State the key difference in one sentence.	Audience = receivers.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pa_q004	Simple instructional comparison showing audience and a nearby but different concept.	Audience = receivers.	A simple diagram explaining audience.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q005,LTL2-C8-PA-Q006	40	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q005	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-AUDIENCE_ANALYSIS	LTL2-C8-A-AUDIENCE_ANALYSIS	medium	understanding	multiple_choice	both	cap_direct	Why must a communicator analyze the audience?	To avoid stating a clear purpose	To match content and level to the audience’s needs and knowledge	To guarantee agreement	To replace organization with personality	B	Audience analysis helps make the message appropriate and useful.	1	Audience analysis helps make the message appropriate and useful. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “To avoid stating a clear purpose” is plausible, but it does not match the exact concept. Audience analysis helps make the message appropriate and useful.	Correct. Audience analysis helps make the message appropriate and useful.	Not quite. “To guarantee agreement” is plausible, but it does not match the exact concept. Audience analysis helps make the message appropriate and useful.	Not quite. “To replace organization with personality” is plausible, but it does not match the exact concept. Audience analysis helps make the message appropriate and useful.	Choosing a related communication term that serves a different purpose.	Review audience analysis and compare it with the closest wrong choice. State the key difference in one sentence.	Know who, then know how.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pa_q005	Simple instructional comparison showing audience analysis and a nearby but different concept.	Know who, then know how.	A simple diagram explaining audience analysis.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q006,LTL2-C8-PA-Q007	40	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q006	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-AUDIENCE_ANALYSIS	LTL2-C8-A-AUDIENCE_ANALYSIS	medium	scenario	multiple_choice	both	scenario	An advanced rocketry club becomes bored by a presentation on basic rockets. The speaker most likely failed to	analyze the audience	use active voice	write a conclusion	anticipate objections	A	The content was not matched to the audience’s existing knowledge.	1	The content was not matched to the audience’s existing knowledge. The closest distractors describe related communication ideas but not the precise answer.	Correct. The content was not matched to the audience’s existing knowledge.	Not quite. “use active voice” is plausible, but it does not match the exact concept. The content was not matched to the audience’s existing knowledge.	Not quite. “write a conclusion” is plausible, but it does not match the exact concept. The content was not matched to the audience’s existing knowledge.	Not quite. “anticipate objections” is plausible, but it does not match the exact concept. The content was not matched to the audience’s existing knowledge.	Choosing a related communication term that serves a different purpose.	Review audience analysis and compare it with the closest wrong choice. State the key difference in one sentence.	Great content can miss the wrong audience.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pa_q006	Simple instructional comparison showing audience analysis and a nearby but different concept.	Great content can miss the wrong audience.	A simple diagram explaining audience analysis.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q007,LTL2-C8-PA-Q008	40	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q007	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-OUTLINE	LTL2-C8-A-OUTLINE	medium	understanding	multiple_choice	both	cap_direct	An outline is best defined as	a complete first draft	a list of sources only	a short statement of the main idea	a diagram showing how communication will be organized	D	An outline maps the organization of an essay or speech.	1	An outline maps the organization of an essay or speech. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “a complete first draft” is plausible, but it does not match the exact concept. An outline maps the organization of an essay or speech.	Not quite. “a list of sources only” is plausible, but it does not match the exact concept. An outline maps the organization of an essay or speech.	Not quite. “a short statement of the main idea” is plausible, but it does not match the exact concept. An outline maps the organization of an essay or speech.	Correct. An outline maps the organization of an essay or speech.	Choosing a related communication term that serves a different purpose.	Review outline and compare it with the closest wrong choice. State the key difference in one sentence.	Outline = communication map.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pa_q007	Simple instructional comparison showing outline and a nearby but different concept.	Outline = communication map.	A simple diagram explaining outline.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q008,LTL2-C8-PA-Q009	40	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q008	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-OUTLINE	LTL2-C8-A-OUTLINE	medium	application	multiple_choice	both	cap_direct	Which is a major benefit of outlining?	It eliminates the need to edit	It guarantees persuasive success	It helps organize ideas and prevents important points from being omitted	It replaces audience analysis	C	An outline organizes the message and acts as a checklist.	1	An outline organizes the message and acts as a checklist. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “It eliminates the need to edit” is plausible, but it does not match the exact concept. An outline organizes the message and acts as a checklist.	Not quite. “It guarantees persuasive success” is plausible, but it does not match the exact concept. An outline organizes the message and acts as a checklist.	Correct. An outline organizes the message and acts as a checklist.	Not quite. “It replaces audience analysis” is plausible, but it does not match the exact concept. An outline organizes the message and acts as a checklist.	Choosing a related communication term that serves a different purpose.	Review outline and compare it with the closest wrong choice. State the key difference in one sentence.	Map it, then check it.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pa_q008	Simple instructional comparison showing outline and a nearby but different concept.	Map it, then check it.	A simple diagram explaining outline.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q009,LTL2-C8-PA-Q010	40	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q009	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-FOCUS_PRINCIPLES	LTL2-C8-A-FOCUS_PRINCIPLES	hard	recall	multiple_choice	both	cap_direct	In the chapter’s FOCUS principles, the letter U stands for	Useful	Understanding	Unified	Unbiased	B	FOCUS means Focused, Organized, Clear, Understanding, and Supported.	1	FOCUS means Focused, Organized, Clear, Understanding, and Supported. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “Useful” is plausible, but it does not match the exact concept. FOCUS means Focused, Organized, Clear, Understanding, and Supported.	Correct. FOCUS means Focused, Organized, Clear, Understanding, and Supported.	Not quite. “Unified” is plausible, but it does not match the exact concept. FOCUS means Focused, Organized, Clear, Understanding, and Supported.	Not quite. “Unbiased” is plausible, but it does not match the exact concept. FOCUS means Focused, Organized, Clear, Understanding, and Supported.	Choosing a related communication term that serves a different purpose.	Review FOCUS principles and compare it with the closest wrong choice. State the key difference in one sentence.	FOCUS: Focused, Organized, Clear, Understanding, Supported.	high	comparison_diagram	optional_after_answer	ltl2_c8_pa_q009	Simple instructional comparison showing FOCUS principles and a nearby but different concept.	FOCUS: Focused, Organized, Clear, Understanding, Supported.	A simple diagram explaining FOCUS principles.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q010,LTL2-C8-PA-Q001	50	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PA-Q010	Chapter 8 A: Purpose, Audience & Organization	LTL2-C8-OBJ-1-4	LTL2-C8-COMMUNICATION_FOUNDATIONS	LTL2-C8-A-COMMUNICATION_FOUNDATIONS	hard	analysis	multiple_choice	both	cap_direct	Which sequence best reflects the chapter’s communication foundations?	Know the purpose, know the audience, organize the ideas	Choose visuals, draft, then identify the audience	Write the conclusion, add evidence, then select a topic	Choose large words, remove examples, then outline	A	Effective communication begins with purpose, audience, and organization.	1	Effective communication begins with purpose, audience, and organization. The closest distractors describe related communication ideas but not the precise answer.	Correct. Effective communication begins with purpose, audience, and organization.	Not quite. “Choose visuals, draft, then identify the audience” is plausible, but it does not match the exact concept. Effective communication begins with purpose, audience, and organization.	Not quite. “Write the conclusion, add evidence, then select a topic” is plausible, but it does not match the exact concept. Effective communication begins with purpose, audience, and organization.	Not quite. “Choose large words, remove examples, then outline” is plausible, but it does not match the exact concept. Effective communication begins with purpose, audience, and organization.	Choosing a related communication term that serves a different purpose.	Review communication foundations and compare it with the closest wrong choice. State the key difference in one sentence.	Why, who, then order.	high	comparison_diagram	optional_after_answer	ltl2_c8_pa_q010	Simple instructional comparison showing communication foundations and a nearby but different concept.	Why, who, then order.	A simple diagram explaining communication foundations.	Learn to Lead Volume 2, Chapter 8, objectives 1-4	153-155	approved_source	draft	LTL2-C8-PA-Q001,LTL2-C8-PA-Q002	50	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PB-Q001	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-CLARITY	LTL2-C8-B-CLARITY	hard	application	multiple_choice	both	cap_direct	Which revision is most consistent with the principle “Be Clear”?	CAP cadets learn aviation through orientation flights in Cessnas and gliders.	CAP exposes cadets to aviation.	CAP is associated with many aviation opportunities.	Aviation exposure occurs through CAP.	A	Clear language uses specific, concrete words and details.	1	Clear language uses specific, concrete words and details. The closest distractors describe related communication ideas but not the precise answer.	Correct. Clear language uses specific, concrete words and details.	Not quite. “CAP exposes cadets to aviation.” is plausible, but it does not match the exact concept. Clear language uses specific, concrete words and details.	Not quite. “CAP is associated with many aviation opportunities.” is plausible, but it does not match the exact concept. Clear language uses specific, concrete words and details.	Not quite. “Aviation exposure occurs through CAP.” is plausible, but it does not match the exact concept. Clear language uses specific, concrete words and details.	Choosing a related communication term that serves a different purpose.	Review clarity and compare it with the closest wrong choice. State the key difference in one sentence.	Specific beats vague.	high	comparison_diagram	optional_after_answer	ltl2_c8_pb_q001	Simple instructional comparison showing clarity and a nearby but different concept.	Specific beats vague.	A simple diagram explaining clarity.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q002,LTL2-C8-PB-Q003	50	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PB-Q002	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-FAMILIAR_WORDS	LTL2-C8-B-FAMILIAR_WORDS	medium	understanding	multiple_choice	both	cap_direct	Why should communicators usually choose familiar words?	To make every sentence shorter than ten words	To avoid all technical terms	To sound informal in every situation	To make the message easier to understand	D	Familiar words communicate meaning more directly.	1	Familiar words communicate meaning more directly. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “To make every sentence shorter than ten words” is plausible, but it does not match the exact concept. Familiar words communicate meaning more directly.	Not quite. “To avoid all technical terms” is plausible, but it does not match the exact concept. Familiar words communicate meaning more directly.	Not quite. “To sound informal in every situation” is plausible, but it does not match the exact concept. Familiar words communicate meaning more directly.	Correct. Familiar words communicate meaning more directly.	Choosing a related communication term that serves a different purpose.	Review familiar words and compare it with the closest wrong choice. State the key difference in one sentence.	Communicate, do not decorate.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pb_q002	Simple instructional comparison showing familiar words and a nearby but different concept.	Communicate, do not decorate.	A simple diagram explaining familiar words.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q003,LTL2-C8-PB-Q004	40	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PB-Q003	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-ELIMINATE_CLUTTER	LTL2-C8-B-ELIMINATE_CLUTTER	medium	understanding	multiple_choice	both	cap_direct	Eliminating clutter means	deleting all supporting examples	using only simple sentences	removing needless words and sentences	avoiding transitions	C	Clutter is unnecessary wording that weakens clarity.	1	Clutter is unnecessary wording that weakens clarity. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “deleting all supporting examples” is plausible, but it does not match the exact concept. Clutter is unnecessary wording that weakens clarity.	Not quite. “using only simple sentences” is plausible, but it does not match the exact concept. Clutter is unnecessary wording that weakens clarity.	Correct. Clutter is unnecessary wording that weakens clarity.	Not quite. “avoiding transitions” is plausible, but it does not match the exact concept. Clutter is unnecessary wording that weakens clarity.	Choosing a related communication term that serves a different purpose.	Review eliminate clutter and compare it with the closest wrong choice. State the key difference in one sentence.	Cut what adds no meaning.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pb_q003	Simple instructional comparison showing eliminate clutter and a nearby but different concept.	Cut what adds no meaning.	A simple diagram explaining eliminate clutter.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q004,LTL2-C8-PB-Q005	40	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PB-Q004	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-ACTIVE_VOICE	LTL2-C8-B-ACTIVE_VOICE	medium	recognition	multiple_choice	both	cap_direct	Which sentence uses active voice?	The flight was inspected by the cadet commander.	The cadet commander inspected the flight.	The inspection of the flight was completed.	The flight had been inspected.	B	In active voice, the subject directly performs the action.	1	In active voice, the subject directly performs the action. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “The flight was inspected by the cadet commander.” is plausible, but it does not match the exact concept. In active voice, the subject directly performs the action.	Correct. In active voice, the subject directly performs the action.	Not quite. “The inspection of the flight was completed.” is plausible, but it does not match the exact concept. In active voice, the subject directly performs the action.	Not quite. “The flight had been inspected.” is plausible, but it does not match the exact concept. In active voice, the subject directly performs the action.	Choosing a related communication term that serves a different purpose.	Review active voice and compare it with the closest wrong choice. State the key difference in one sentence.	Actor first, action strong.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pb_q004	Simple instructional comparison showing active voice and a nearby but different concept.	Actor first, action strong.	A simple diagram explaining active voice.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q005,LTL2-C8-PB-Q006	40	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PB-Q005	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-POSITIVE_FORM	LTL2-C8-B-POSITIVE_FORM	medium	recognition	multiple_choice	both	cap_direct	Which sentence is written in positive form?	Cadets must remember their canteens.	Cadets are not to forget their canteens.	Canteens should not be left behind by cadets.	Forgetting canteens is not permitted.	A	Positive form tells people what to do.	1	Positive form tells people what to do. The closest distractors describe related communication ideas but not the precise answer.	Correct. Positive form tells people what to do.	Not quite. “Cadets are not to forget their canteens.” is plausible, but it does not match the exact concept. Positive form tells people what to do.	Not quite. “Canteens should not be left behind by cadets.” is plausible, but it does not match the exact concept. Positive form tells people what to do.	Not quite. “Forgetting canteens is not permitted.” is plausible, but it does not match the exact concept. Positive form tells people what to do.	Choosing a related communication term that serves a different purpose.	Review positive form and compare it with the closest wrong choice. State the key difference in one sentence.	Say the desired action.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pb_q005	Simple instructional comparison showing positive form and a nearby but different concept.	Say the desired action.	A simple diagram explaining positive form.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q006,LTL2-C8-PB-Q007	40	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PB-Q006	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-PARALLEL_STRUCTURE	LTL2-C8-B-PARALLEL_STRUCTURE	hard	recognition	multiple_choice	both	cap_direct	Which sentence uses parallel structure?	Cadets practiced marching, how to salute, and inspections.	Cadets practiced to march, saluting, and inspection.	Cadets practiced marching, to salute, and inspections.	Cadets practiced marching, saluting, and inspecting.	D	Parallel structure uses the same grammatical form in a series.	1	Parallel structure uses the same grammatical form in a series. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “Cadets practiced marching, how to salute, and inspections.” is plausible, but it does not match the exact concept. Parallel structure uses the same grammatical form in a series.	Not quite. “Cadets practiced to march, saluting, and inspection.” is plausible, but it does not match the exact concept. Parallel structure uses the same grammatical form in a series.	Not quite. “Cadets practiced marching, to salute, and inspections.” is plausible, but it does not match the exact concept. Parallel structure uses the same grammatical form in a series.	Correct. Parallel structure uses the same grammatical form in a series.	Choosing a related communication term that serves a different purpose.	Review parallel structure and compare it with the closest wrong choice. State the key difference in one sentence.	Same job, same form.	high	comparison_diagram	optional_after_answer	ltl2_c8_pb_q006	Simple instructional comparison showing parallel structure and a nearby but different concept.	Same job, same form.	A simple diagram explaining parallel structure.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q007,LTL2-C8-PB-Q008	50	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PB-Q007	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-COMMUNICATION_PRINCIPLES	LTL2-C8-B-COMMUNICATION_PRINCIPLES	hard	analysis	multiple_choice	both	cap_direct	A sentence is vague, wordy, and passive. Which principles should be applied?	Audience, thesis, and signposts	Brainstorming, objections, and references	Clarity, eliminating clutter, and active voice	Purpose, reward, and persuasion	C	Clear, concise, active writing addresses all three problems.	1	Clear, concise, active writing addresses all three problems. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “Audience, thesis, and signposts” is plausible, but it does not match the exact concept. Clear, concise, active writing addresses all three problems.	Not quite. “Brainstorming, objections, and references” is plausible, but it does not match the exact concept. Clear, concise, active writing addresses all three problems.	Correct. Clear, concise, active writing addresses all three problems.	Not quite. “Purpose, reward, and persuasion” is plausible, but it does not match the exact concept. Clear, concise, active writing addresses all three problems.	Choosing a related communication term that serves a different purpose.	Review communication principles and compare it with the closest wrong choice. State the key difference in one sentence.	Clear, lean, active.	high	comparison_diagram	optional_after_answer	ltl2_c8_pb_q007	Simple instructional comparison showing communication principles and a nearby but different concept.	Clear, lean, active.	A simple diagram explaining communication principles.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q008,LTL2-C8-PB-Q001	50	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PB-Q008	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-JARGON	LTL2-C8-B-JARGON	hard	application	multiple_choice	both	cap_direct	When is specialized jargon most appropriate?	Whenever the writer wants to sound expert	When the audience understands it or it is clearly defined	Only in a conclusion	Whenever familiar words are available	B	Jargon is useful only when shared or defined precisely.	1	Jargon is useful only when shared or defined precisely. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “Whenever the writer wants to sound expert” is plausible, but it does not match the exact concept. Jargon is useful only when shared or defined precisely.	Correct. Jargon is useful only when shared or defined precisely.	Not quite. “Only in a conclusion” is plausible, but it does not match the exact concept. Jargon is useful only when shared or defined precisely.	Not quite. “Whenever familiar words are available” is plausible, but it does not match the exact concept. Jargon is useful only when shared or defined precisely.	Choosing a related communication term that serves a different purpose.	Review jargon and compare it with the closest wrong choice. State the key difference in one sentence.	Jargon needs shared meaning.	high	comparison_diagram	optional_after_answer	ltl2_c8_pb_q008	Simple instructional comparison showing jargon and a nearby but different concept.	Jargon needs shared meaning.	A simple diagram explaining jargon.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q001,LTL2-C8-PB-Q002	50	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PC-Q001	Chapter 8 C: Essay Structure & Argument	LTL2-C8-OBJ-6-14	LTL2-C8-GOAL_OF_WRITING	LTL2-C8-C-GOAL_OF_WRITING	easy	recall	multiple_choice	both	cap_direct	The main goal of written communication is to	display vocabulary	share meaning	avoid disagreement	produce the longest explanation	B	The main goal is to share meaning clearly.	1	The main goal is to share meaning clearly. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “display vocabulary” is plausible, but it does not match the exact concept. The main goal is to share meaning clearly.	Correct. The main goal is to share meaning clearly.	Not quite. “avoid disagreement” is plausible, but it does not match the exact concept. The main goal is to share meaning clearly.	Not quite. “produce the longest explanation” is plausible, but it does not match the exact concept. The main goal is to share meaning clearly.	Choosing a related communication term that serves a different purpose.	Review goal of writing and compare it with the closest wrong choice. State the key difference in one sentence.	Writing shares meaning.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pc_q001	Simple instructional comparison showing goal of writing and a nearby but different concept.	Writing shares meaning.	A simple diagram explaining goal of writing.	Learn to Lead Volume 2, Chapter 8, objectives 6-14	158-167	approved_source	draft	LTL2-C8-PC-Q002,LTL2-C8-PC-Q003	40	8	low	basic	false	0	existing_original_bank	pre_sample_bank_review
LTL2-C8-PC-Q002	Chapter 8 C: Essay Structure & Argument	LTL2-C8-OBJ-6-14	LTL2-C8-SUPPORTING_CLAIMS	LTL2-C8-C-SUPPORTING_CLAIMS	medium	understanding	multiple_choice	both	cap_direct	A strong essay supports claims with	data and examples	confidence alone	long quotations only	the writer’s rank	A	Claims become persuasive when supported by evidence.	1	Claims become persuasive when supported by evidence. The closest distractors describe related communication ideas but not the precise answer.	Correct. Claims become persuasive when supported by evidence.	Not quite. “confidence alone” is plausible, but it does not match the exact concept. Claims become persuasive when supported by evidence.	Not quite. “long quotations only” is plausible, but it does not match the exact concept. Claims become persuasive when supported by evidence.	Not quite. “the writer’s rank” is plausible, but it does not match the exact concept. Claims become persuasive when supported by evidence.	Choosing a related communication term that serves a different purpose.	Review supporting claims and compare it with the closest wrong choice. State the key difference in one sentence.	Claim + support.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pc_q002	Simple instructional comparison showing supporting claims and a nearby but different concept.	Claim + support.	A simple diagram explaining supporting claims.	Learn to Lead Volume 2, Chapter 8, objectives 6-14	158-167	approved_source	draft	LTL2-C8-PC-Q003,LTL2-C8-PC-Q004	40	8	high	moderate	true	1.0	existing_original_bank	pre_sample_bank_review
